image_dir,image_name,x1,y1,x2,y2,x3,y3,x4,y4
/mnt/d/datasets/smart_doc_extracted/images,background01-datasheet001-135.png,0.4261,0.1587,0.6647,0.1477,0.7273,0.7375,0.4503,0.7701
/mnt/d/datasets/smart_doc_extracted/images,background01-datasheet001-136.png,0.4248,0.1569,0.6634,0.1474,0.7244,0.7371,0.4469,0.7677
/mnt/d/datasets/smart_doc_extracted/images,background01-datasheet001-137.png,0.4236,0.1555,0.6627,0.1481,0.7217,0.7387,0.4441,0.7673
/mnt/d/datasets/smart_doc_extracted/images,background01-datasheet001-138.png,0.4229,0.1538,0.6624,0.1478,0.7197,0.7384,0.4417,0.7644
/mnt/d/datasets/smart_doc_extracted/images,background01-datasheet001-139.png,0.4229,0.1543,0.6612,0.1507,0.7145,0.7409,0.4361,0.7631
/mnt/d/datasets/smart_doc_extracted/images,background01-datasheet001-14.png,0.3521,0.1924,0.5961,0.1797,0.6348,0.7908,0.3503,0.8160
/mnt/d/datasets/smart_doc_extracted/images,background01-datasheet001-140.png,0.4203,0.1535,0.6589,0.1506,0.7114,0.7408,0.4330,0.7618
/mnt/d/datasets/smart_doc_extracted/images,background01-datasheet001-141.png,0.4189,0.1528,0.6576,0.1506,0.7076,0.7422,0.4291,0.7613
/mnt/d/datasets/smart_doc_extracted/images,background01-datasheet001-142.png,0.4165,0.1527,0.6550,0.1520,0.7040,0.7435,0.4248,0.7612
/mnt/d/datasets/smart_doc_extracted/images,background01-datasheet001-143.png,0.4143,0.1521,0.6535,0.1521,0.7007,0.7444,0.4217,0.7603
/mnt/d/datasets/smart_doc_extracted/images,background01-datasheet001-144.png,0.4106,0.1504,0.6496,0.1540,0.6929,0.7462,0.4131,0.7581
/mnt/d/datasets/smart_doc_extracted/images,background01-datasheet001-145.png,0.4074,0.1488,0.6472,0.1530,0.6889,0.7453,0.4086,0.7559
/mnt/d/datasets/smart_doc_extracted/images,background01-datasheet001-146.png,0.4055,0.1468,0.6450,0.1519,0.6858,0.7447,0.4052,0.7541
/mnt/d/datasets/smart_doc_extracted/images,background01-datasheet001-147.png,0.4034,0.1443,0.6437,0.1508,0.6833,0.7444,0.4019,0.7518
/mnt/d/datasets/smart_doc_extracted/images,background01-datasheet001-148.png,0.4022,0.1426,0.6429,0.1498,0.6805,0.7434,0.3989,0.7495
/mnt/d/datasets/smart_doc_extracted/images,background01-datasheet001-149.png,0.4011,0.1362,0.6420,0.1457,0.6762,0.7398,0.3942,0.7421
/mnt/d/datasets/smart_doc_extracted/images,background01-datasheet001-15.png,0.3502,0.1933,0.5942,0.1799,0.6341,0.7910,0.3497,0.8175
/mnt/d/datasets/smart_doc_extracted/images,background01-datasheet001-150.png,0.3993,0.1327,0.6403,0.1435,0.6732,0.7392,0.3905,0.7402
/mnt/d/datasets/smart_doc_extracted/images,background01-datasheet001-151.png,0.3972,0.1339,0.6385,0.1453,0.6703,0.7411,0.3875,0.7413
/mnt/d/datasets/smart_doc_extracted/images,background01-datasheet001-152.png,0.3947,0.1328,0.6357,0.1459,0.6658,0.7414,0.3829,0.7385
/mnt/d/datasets/smart_doc_extracted/images,background01-datasheet001-153.png,0.3949,0.1327,0.6360,0.1458,0.6643,0.7419,0.3811,0.7378
/mnt/d/datasets/smart_doc_extracted/images,background01-datasheet001-154.png,0.3938,0.1338,0.6349,0.1476,0.6624,0.7444,0.3791,0.7397
/mnt/d/datasets/smart_doc_extracted/images,background01-datasheet001-155.png,0.3922,0.1378,0.6327,0.1512,0.6588,0.7475,0.3752,0.7418
/mnt/d/datasets/smart_doc_extracted/images,background01-datasheet001-156.png,0.3916,0.1388,0.6325,0.1530,0.6574,0.7493,0.3737,0.7423
/mnt/d/datasets/smart_doc_extracted/images,background01-datasheet001-157.png,0.3908,0.1394,0.6314,0.1537,0.6549,0.7491,0.3709,0.7415
/mnt/d/datasets/smart_doc_extracted/images,background01-datasheet001-158.png,0.3872,0.1387,0.6281,0.1529,0.6513,0.7498,0.3672,0.7416
/mnt/d/datasets/smart_doc_extracted/images,background01-datasheet001-159.png,0.3871,0.1393,0.6281,0.1529,0.6512,0.7497,0.3664,0.7422
/mnt/d/datasets/smart_doc_extracted/images,background01-datasheet001-16.png,0.3491,0.1948,0.5931,0.1808,0.6334,0.7910,0.3487,0.8176
/mnt/d/datasets/smart_doc_extracted/images,background01-datasheet001-160.png,0.3845,0.1378,0.6267,0.1513,0.6482,0.7496,0.3625,0.7422
/mnt/d/datasets/smart_doc_extracted/images,background01-datasheet001-161.png,0.3809,0.1381,0.6234,0.1508,0.6451,0.7507,0.3597,0.7439
/mnt/d/datasets/smart_doc_extracted/images,background01-datasheet001-162.png,0.3778,0.1396,0.6203,0.1510,0.6427,0.7520,0.3563,0.7461
/mnt/d/datasets/smart_doc_extracted/images,background01-datasheet001-163.png,0.3753,0.1414,0.6182,0.1514,0.6414,0.7524,0.3550,0.7478
/mnt/d/datasets/smart_doc_extracted/images,background01-datasheet001-164.png,0.3747,0.1442,0.6176,0.1528,0.6399,0.7566,0.3535,0.7529
/mnt/d/datasets/smart_doc_extracted/images,background01-datasheet001-165.png,0.3730,0.1520,0.6155,0.1593,0.6382,0.7614,0.3518,0.7585
/mnt/d/datasets/smart_doc_extracted/images,background01-datasheet001-166.png,0.3709,0.1535,0.6134,0.1589,0.6361,0.7608,0.3500,0.7593
/mnt/d/datasets/smart_doc_extracted/images,background01-datasheet001-167.png,0.3702,0.1578,0.6119,0.1625,0.6349,0.7649,0.3486,0.7636
/mnt/d/datasets/smart_doc_extracted/images,background01-datasheet001-168.png,0.3686,0.1606,0.6108,0.1653,0.6338,0.7684,0.3467,0.7671
/mnt/d/datasets/smart_doc_extracted/images,background01-datasheet001-169.png,0.3703,0.1700,0.6114,0.1737,0.6341,0.7769,0.3472,0.7747
/mnt/d/datasets/smart_doc_extracted/images,background01-datasheet001-17.png,0.3475,0.1947,0.5915,0.1800,0.6313,0.7902,0.3466,0.8174
/mnt/d/datasets/smart_doc_extracted/images,background01-datasheet001-170.png,0.3697,0.1720,0.6112,0.1770,0.6327,0.7796,0.3453,0.7760
/mnt/d/datasets/smart_doc_extracted/images,background01-datasheet001-171.png,0.3686,0.1713,0.6105,0.1770,0.6312,0.7810,0.3431,0.7768
/mnt/d/datasets/smart_doc_extracted/images,background01-datasheet001-172.png,0.3682,0.1740,0.6101,0.1798,0.6324,0.7844,0.3440,0.7796
/mnt/d/datasets/smart_doc_extracted/images,background01-datasheet001-173.png,0.3712,0.1751,0.6127,0.1805,0.6353,0.7825,0.3469,0.7766
/mnt/d/datasets/smart_doc_extracted/images,background01-datasheet001-174.png,0.3761,0.1644,0.6188,0.1705,0.6379,0.7747,0.3492,0.7664
/mnt/d/datasets/smart_doc_extracted/images,background01-datasheet001-175.png,0.3769,0.1587,0.6200,0.1649,0.6374,0.7697,0.3479,0.7601
/mnt/d/datasets/smart_doc_extracted/images,background01-datasheet001-176.png,0.3764,0.1537,0.6199,0.1605,0.6370,0.7675,0.3474,0.7573
/mnt/d/datasets/smart_doc_extracted/images,background01-datasheet001-177.png,0.3778,0.1458,0.6217,0.1547,0.6367,0.7639,0.3467,0.7512
/mnt/d/datasets/smart_doc_extracted/images,background01-datasheet001-178.png,0.3778,0.1496,0.6217,0.1592,0.6367,0.7684,0.3467,0.7550
/mnt/d/datasets/smart_doc_extracted/images,background01-datasheet001-179.png,0.3790,0.1484,0.6231,0.1595,0.6360,0.7657,0.3456,0.7503
/mnt/d/datasets/smart_doc_extracted/images,background01-datasheet001-18.png,0.3456,0.1940,0.5895,0.1791,0.6303,0.7895,0.3459,0.8173
/mnt/d/datasets/smart_doc_extracted/images,background01-datasheet001-180.png,0.3775,0.1468,0.6219,0.1578,0.6345,0.7656,0.3440,0.7502
/mnt/d/datasets/smart_doc_extracted/images,background01-datasheet001-181.png,0.3764,0.1440,0.6209,0.1557,0.6334,0.7628,0.3426,0.7466
/mnt/d/datasets/smart_doc_extracted/images,background01-datasheet001-182.png,0.3759,0.1423,0.6204,0.1547,0.6325,0.7619,0.3417,0.7456
/mnt/d/datasets/smart_doc_extracted/images,background01-datasheet001-183.png,0.3754,0.1418,0.6199,0.1530,0.6332,0.7592,0.3424,0.7431
/mnt/d/datasets/smart_doc_extracted/images,background01-datasheet001-184.png,0.3769,0.1391,0.6214,0.1502,0.6343,0.7571,0.3431,0.7410
/mnt/d/datasets/smart_doc_extracted/images,background01-datasheet001-185.png,0.3768,0.1391,0.6209,0.1502,0.6333,0.7579,0.3422,0.7425
/mnt/d/datasets/smart_doc_extracted/images,background01-datasheet001-186.png,0.3737,0.1476,0.6179,0.1586,0.6307,0.7678,0.3393,0.7531
/mnt/d/datasets/smart_doc_extracted/images,background01-datasheet001-187.png,0.3721,0.1565,0.6156,0.1668,0.6290,0.7744,0.3377,0.7610
/mnt/d/datasets/smart_doc_extracted/images,background01-datasheet001-188.png,0.3701,0.1628,0.6132,0.1731,0.6278,0.7801,0.3363,0.7679
/mnt/d/datasets/smart_doc_extracted/images,background01-datasheet001-189.png,0.3691,0.1706,0.6118,0.1796,0.6276,0.7842,0.3362,0.7733
/mnt/d/datasets/smart_doc_extracted/images,background01-datasheet001-19.png,0.3450,0.1938,0.5890,0.1783,0.6297,0.7885,0.3453,0.8165
/mnt/d/datasets/smart_doc_extracted/images,background01-datasheet001-190.png,0.3681,0.1740,0.6104,0.1831,0.6265,0.7855,0.3352,0.7751
/mnt/d/datasets/smart_doc_extracted/images,background01-datasheet001-191.png,0.3671,0.1736,0.6091,0.1828,0.6263,0.7837,0.3347,0.7733
/mnt/d/datasets/smart_doc_extracted/images,background01-datasheet001-192.png,0.3671,0.1719,0.6091,0.1810,0.6268,0.7819,0.3352,0.7721
/mnt/d/datasets/smart_doc_extracted/images,background01-datasheet001-193.png,0.3668,0.1710,0.6095,0.1800,0.6273,0.7797,0.3353,0.7704
/mnt/d/datasets/smart_doc_extracted/images,background01-datasheet001-194.png,0.3681,0.1637,0.6112,0.1727,0.6302,0.7724,0.3379,0.7637
/mnt/d/datasets/smart_doc_extracted/images,background01-datasheet001-195.png,0.3675,0.1655,0.6102,0.1738,0.6292,0.7742,0.3373,0.7662
/mnt/d/datasets/smart_doc_extracted/images,background01-datasheet001-196.png,0.3660,0.1669,0.6079,0.1753,0.6284,0.7742,0.3363,0.7668
/mnt/d/datasets/smart_doc_extracted/images,background01-datasheet001-197.png,0.3660,0.1645,0.6090,0.1733,0.6313,0.7705,0.3388,0.7641
/mnt/d/datasets/smart_doc_extracted/images,background01-datasheet001-198.png,0.3665,0.1644,0.6092,0.1733,0.6318,0.7704,0.3394,0.7647
/mnt/d/datasets/smart_doc_extracted/images,background01-datasheet001-199.png,0.3667,0.1640,0.6095,0.1722,0.6348,0.7678,0.3416,0.7633
/mnt/d/datasets/smart_doc_extracted/images,background01-datasheet001-2.png,0.3616,0.1830,0.6130,0.1749,0.6478,0.8003,0.3613,0.8195
/mnt/d/datasets/smart_doc_extracted/images,background01-datasheet001-20.png,0.3438,0.1928,0.5879,0.1773,0.6277,0.7868,0.3430,0.8153
/mnt/d/datasets/smart_doc_extracted/images,background01-datasheet001-200.png,0.3690,0.1641,0.6116,0.1722,0.6379,0.7679,0.3450,0.7634
/mnt/d/datasets/smart_doc_extracted/images,background01-datasheet001-201.png,0.3711,0.1647,0.6133,0.1722,0.6403,0.7671,0.3475,0.7632
/mnt/d/datasets/smart_doc_extracted/images,background01-datasheet001-202.png,0.3728,0.1657,0.6150,0.1731,0.6429,0.7674,0.3501,0.7647
/mnt/d/datasets/smart_doc_extracted/images,background01-datasheet001-203.png,0.3735,0.1673,0.6157,0.1741,0.6456,0.7683,0.3525,0.7663
/mnt/d/datasets/smart_doc_extracted/images,background01-datasheet001-204.png,0.3757,0.1691,0.6175,0.1752,0.6486,0.7694,0.3560,0.7687
/mnt/d/datasets/smart_doc_extracted/images,background01-datasheet001-205.png,0.3773,0.1726,0.6191,0.1780,0.6501,0.7707,0.3575,0.7706
/mnt/d/datasets/smart_doc_extracted/images,background01-datasheet001-206.png,0.3774,0.1736,0.6192,0.1803,0.6511,0.7718,0.3582,0.7715
/mnt/d/datasets/smart_doc_extracted/images,background01-datasheet001-207.png,0.3780,0.1745,0.6194,0.1812,0.6525,0.7733,0.3597,0.7731
/mnt/d/datasets/smart_doc_extracted/images,background01-datasheet001-208.png,0.3802,0.1753,0.6212,0.1828,0.6554,0.7734,0.3628,0.7731
/mnt/d/datasets/smart_doc_extracted/images,background01-datasheet001-209.png,0.3824,0.1746,0.6238,0.1827,0.6584,0.7742,0.3654,0.7732
/mnt/d/datasets/smart_doc_extracted/images,background01-datasheet001-21.png,0.3413,0.1912,0.5857,0.1749,0.6252,0.7860,0.3405,0.8158
/mnt/d/datasets/smart_doc_extracted/images,background01-datasheet001-210.png,0.3856,0.1755,0.6270,0.1836,0.6625,0.7751,0.3694,0.7741
/mnt/d/datasets/smart_doc_extracted/images,background01-datasheet001-211.png,0.3887,0.1778,0.6297,0.1854,0.6663,0.7759,0.3730,0.7750
/mnt/d/datasets/smart_doc_extracted/images,background01-datasheet001-212.png,0.3936,0.1751,0.6350,0.1833,0.6733,0.7731,0.3797,0.7715
/mnt/d/datasets/smart_doc_extracted/images,background01-datasheet001-213.png,0.3974,0.1733,0.6388,0.1815,0.6775,0.7707,0.3842,0.7696
/mnt/d/datasets/smart_doc_extracted/images,background01-datasheet001-214.png,0.4005,0.1722,0.6415,0.1805,0.6806,0.7690,0.3877,0.7679
/mnt/d/datasets/smart_doc_extracted/images,background01-datasheet001-215.png,0.4021,0.1694,0.6431,0.1777,0.6826,0.7662,0.3894,0.7657
/mnt/d/datasets/smart_doc_extracted/images,background01-datasheet001-216.png,0.4024,0.1670,0.6442,0.1757,0.6845,0.7645,0.3907,0.7645
/mnt/d/datasets/smart_doc_extracted/images,background01-datasheet001-217.png,0.4031,0.1642,0.6448,0.1722,0.6864,0.7617,0.3925,0.7624
/mnt/d/datasets/smart_doc_extracted/images,background01-datasheet001-218.png,0.4048,0.1613,0.6465,0.1694,0.6893,0.7581,0.3955,0.7588
/mnt/d/datasets/smart_doc_extracted/images,background01-datasheet001-219.png,0.4059,0.1586,0.6476,0.1666,0.6908,0.7561,0.3967,0.7574
/mnt/d/datasets/smart_doc_extracted/images,background01-datasheet001-22.png,0.3389,0.1921,0.5836,0.1751,0.6244,0.7861,0.3397,0.8160
/mnt/d/datasets/smart_doc_extracted/images,background01-datasheet001-220.png,0.4056,0.1554,0.6481,0.1639,0.6914,0.7538,0.3973,0.7562
/mnt/d/datasets/smart_doc_extracted/images,background01-datasheet001-221.png,0.4059,0.1566,0.6483,0.1650,0.6933,0.7557,0.3996,0.7587
/mnt/d/datasets/smart_doc_extracted/images,background01-datasheet001-222.png,0.4070,0.1617,0.6490,0.1688,0.6952,0.7580,0.4019,0.7623
/mnt/d/datasets/smart_doc_extracted/images,background01-datasheet001-223.png,0.4075,0.1643,0.6491,0.1714,0.6953,0.7591,0.4020,0.7640
/mnt/d/datasets/smart_doc_extracted/images,background01-datasheet001-224.png,0.4062,0.1654,0.6477,0.1731,0.6944,0.7590,0.4019,0.7649
/mnt/d/datasets/smart_doc_extracted/images,background01-datasheet001-225.png,0.4052,0.1649,0.6464,0.1720,0.6946,0.7556,0.4019,0.7627
/mnt/d/datasets/smart_doc_extracted/images,background01-datasheet001-226.png,0.4044,0.1614,0.6456,0.1683,0.6955,0.7521,0.4028,0.7604
/mnt/d/datasets/smart_doc_extracted/images,background01-datasheet001-227.png,0.4037,0.1597,0.6452,0.1658,0.6960,0.7491,0.4037,0.7598
/mnt/d/datasets/smart_doc_extracted/images,background01-datasheet001-228.png,0.4035,0.1587,0.6445,0.1640,0.6974,0.7467,0.4056,0.7593
/mnt/d/datasets/smart_doc_extracted/images,background01-datasheet001-229.png,0.4034,0.1578,0.6447,0.1601,0.7002,0.7437,0.4087,0.7602
/mnt/d/datasets/smart_doc_extracted/images,background01-datasheet001-23.png,0.3393,0.1915,0.5832,0.1733,0.6243,0.7833,0.3396,0.8140
/mnt/d/datasets/smart_doc_extracted/images,background01-datasheet001-230.png,0.4030,0.1594,0.6439,0.1610,0.7014,0.7439,0.4101,0.7616
/mnt/d/datasets/smart_doc_extracted/images,background01-datasheet001-231.png,0.4032,0.1583,0.6440,0.1592,0.7024,0.7407,0.4111,0.7603
/mnt/d/datasets/smart_doc_extracted/images,background01-datasheet001-232.png,0.4019,0.1567,0.6434,0.1561,0.7027,0.7399,0.4114,0.7608
/mnt/d/datasets/smart_doc_extracted/images,background01-datasheet001-233.png,0.3999,0.1623,0.6413,0.1601,0.7035,0.7427,0.4127,0.7679
/mnt/d/datasets/smart_doc_extracted/images,background01-datasheet001-234.png,0.3999,0.1629,0.6409,0.1600,0.7043,0.7418,0.4132,0.7683
/mnt/d/datasets/smart_doc_extracted/images,background01-datasheet001-24.png,0.3378,0.1908,0.5825,0.1718,0.6233,0.7833,0.3385,0.8141
/mnt/d/datasets/smart_doc_extracted/images,background01-datasheet001-25.png,0.3357,0.1926,0.5804,0.1722,0.6208,0.7844,0.3359,0.8172
/mnt/d/datasets/smart_doc_extracted/images,background01-datasheet001-26.png,0.3324,0.1952,0.5772,0.1748,0.6171,0.7863,0.3316,0.8197
/mnt/d/datasets/smart_doc_extracted/images,background01-datasheet001-27.png,0.3288,0.1969,0.5728,0.1765,0.6134,0.7873,0.3284,0.8212
/mnt/d/datasets/smart_doc_extracted/images,background01-datasheet001-28.png,0.3253,0.1978,0.5701,0.1767,0.6108,0.7875,0.3253,0.8222
/mnt/d/datasets/smart_doc_extracted/images,background01-datasheet001-29.png,0.3221,0.1968,0.5669,0.1750,0.6080,0.7872,0.3218,0.8226
/mnt/d/datasets/smart_doc_extracted/images,background01-datasheet001-3.png,0.3639,0.1907,0.6088,0.1827,0.6462,0.7983,0.3603,0.8183
/mnt/d/datasets/smart_doc_extracted/images,background01-datasheet001-30.png,0.3175,0.1985,0.5623,0.1760,0.6034,0.7868,0.3176,0.8234
/mnt/d/datasets/smart_doc_extracted/images,background01-datasheet001-31.png,0.3138,0.1976,0.5591,0.1743,0.5997,0.7859,0.3132,0.8238
/mnt/d/datasets/smart_doc_extracted/images,background01-datasheet001-32.png,0.3037,0.1997,0.5497,0.1749,0.5908,0.7880,0.3039,0.8286
/mnt/d/datasets/smart_doc_extracted/images,background01-datasheet001-33.png,0.3003,0.2007,0.5466,0.1750,0.5886,0.7876,0.3017,0.8293
/mnt/d/datasets/smart_doc_extracted/images,background01-datasheet001-34.png,0.2959,0.1997,0.5427,0.1726,0.5839,0.7872,0.2959,0.8304
/mnt/d/datasets/smart_doc_extracted/images,background01-datasheet001-35.png,0.2907,0.1994,0.5375,0.1718,0.5794,0.7868,0.2907,0.8302
/mnt/d/datasets/smart_doc_extracted/images,background01-datasheet001-36.png,0.2842,0.1969,0.5322,0.1691,0.5738,0.7838,0.2846,0.8283
/mnt/d/datasets/smart_doc_extracted/images,background01-datasheet001-37.png,0.2801,0.1952,0.5285,0.1673,0.5705,0.7827,0.2807,0.8279
/mnt/d/datasets/smart_doc_extracted/images,background01-datasheet001-38.png,0.2767,0.1936,0.5258,0.1656,0.5675,0.7805,0.2779,0.8262
/mnt/d/datasets/smart_doc_extracted/images,background01-datasheet001-39.png,0.2724,0.1934,0.5207,0.1647,0.5628,0.7802,0.2733,0.8267
/mnt/d/datasets/smart_doc_extracted/images,background01-datasheet001-4.png,0.3629,0.1906,0.6082,0.1820,0.6460,0.7982,0.3598,0.8183
/mnt/d/datasets/smart_doc_extracted/images,background01-datasheet001-40.png,0.2704,0.1924,0.5187,0.1645,0.5608,0.7779,0.2717,0.8242
/mnt/d/datasets/smart_doc_extracted/images,background01-datasheet001-41.png,0.2694,0.1898,0.5181,0.1625,0.5598,0.7753,0.2707,0.8208
/mnt/d/datasets/smart_doc_extracted/images,background01-datasheet001-42.png,0.2674,0.1877,0.5165,0.1609,0.5579,0.7768,0.2686,0.8223
/mnt/d/datasets/smart_doc_extracted/images,background01-datasheet001-43.png,0.2675,0.1885,0.5165,0.1617,0.5583,0.7769,0.2691,0.8224
/mnt/d/datasets/smart_doc_extracted/images,background01-datasheet001-44.png,0.2689,0.1860,0.5183,0.1607,0.5590,0.7766,0.2697,0.8195
/mnt/d/datasets/smart_doc_extracted/images,background01-datasheet001-45.png,0.2699,0.1833,0.5194,0.1594,0.5599,0.7760,0.2699,0.8176
/mnt/d/datasets/smart_doc_extracted/images,background01-datasheet001-46.png,0.2733,0.1789,0.5229,0.1571,0.5622,0.7745,0.2718,0.8134
/mnt/d/datasets/smart_doc_extracted/images,background01-datasheet001-47.png,0.2755,0.1775,0.5254,0.1571,0.5643,0.7752,0.2742,0.8122
/mnt/d/datasets/smart_doc_extracted/images,background01-datasheet001-48.png,0.2795,0.1758,0.5290,0.1568,0.5675,0.7764,0.2774,0.8115
/mnt/d/datasets/smart_doc_extracted/images,background01-datasheet001-49.png,0.2835,0.1778,0.5330,0.1602,0.5703,0.7798,0.2801,0.8129
/mnt/d/datasets/smart_doc_extracted/images,background01-datasheet001-5.png,0.3620,0.1907,0.6072,0.1821,0.6451,0.7976,0.3595,0.8177
/mnt/d/datasets/smart_doc_extracted/images,background01-datasheet001-50.png,0.2915,0.1781,0.5404,0.1641,0.5767,0.7836,0.2870,0.8128
/mnt/d/datasets/smart_doc_extracted/images,background01-datasheet001-51.png,0.2974,0.1797,0.5456,0.1666,0.5810,0.7859,0.2916,0.8126
/mnt/d/datasets/smart_doc_extracted/images,background01-datasheet001-52.png,0.3077,0.1785,0.5559,0.1695,0.5897,0.7890,0.3006,0.8109
